Assembly Accession	Assembly Name	Organism Name	Assembly Stats Total Sequence Length	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene
GCF_020886055.1	ASM2088605v1	Flavobacterium ammoniigenes	2263087	2057	2000	3
GCF_014905095.1	ASM1490509v1	Sulfurimonas marina	2261034	2317	2245	11
GCF_021054785.1	ASM2105478v1	Tannockella kyphosi	2260890	2177	2105	6
GCF_007855645.1	ASM785564v1	Qingshengfaniella alkalisoli	3928515	3812	3639	111
GCF_013377295.1	ASM1337729v1	Pasteurella skyensis	2245511	2163	2074	23
GCF_024297065.1	ASM2429706v1	Bartonella harrusi	2265076	2093	1817	224
GCF_003606325.2	ASM360632v3	Bartonella kosoyi	2276164	1955	1846	57
GCF_900635775.1	33763_C01	Avibacterium volantium	2230476	2137	2008	50
GCF_007998985.1	ASM799898v1	Sphingomonas xanthus	2227318	2245	2187	6
GCF_029581575.1	ASM2958157v1	Moraxella nasibovis	2227058	2130	2054	11
GCF_029144185.1	ASM2914418v1	Vagococcus intermedius	2300692	2197	2091	16
GCF_014396165.1	ASM1439616v1	Erysipelothrix inopinata	2217552	2143	2071	9
GCF_943169825.2	ASM94316982v2	Varibaculum prostatecancerukia	2211690	1924	1860	9
GCF_014931715.1	ASM1493171v1	Sulfurovum indicum	2209694	2199	2137	5
GCF_014262665.1	ASM1426266v1	Corynebacterium anserum	2208656	1866	1794	12
GCF_014490575.1	ASM1449057v1	Corynebacterium zhongnanshanii	2206897	1980	1906	14
GCF_900637105.1	48290_D02	Moraxella cuniculi	2202865	2018	1933	19
GCF_011038645.2	ASM1103864v2	Corynebacterium qintianiae	2218231	2164	2069	29
GCF_018137985.1	ASM1813798v1	Streptococcus oriscaviae	2197335	2207	2095	39
GCF_009789655.1	ASM978965v1	Paraburkholderia acidiphila	7804892	7064	6875	94
GCF_005145005.1	ASM514500v1	Vagococcus zengguangii	2190262	2090	1977	29
GCF_025232395.1	ASM2523239v1	Taurinivorans muris	2172708	2020	1921	27
GCF_013201685.1	ASM1320168v1	Campylobacter geochelonis	2167961	1994	1911	26
GCF_015277515.1	ASM1527751v1	Thermophilibacter immobilis	2163714	1967	1898	9
GCF_006542355.1	ASM654235v1	Swingsia samuiensis	2193407	2106	2008	20
GCF_003606345.3	ASM360634v3	Bartonella krasnovii	2186621	1842	1709	81
GCF_006770265.1	ASM677026v1	Lactococcus carnosus	2156377	2103	2002	28
GCF_013307245.1	ASM1330724v1	Polynucleobacter antarcticus	2154412	2243	2168	28
GCF_018127725.1	ASM1812772v1	Streptococcus lactarius	2144372	2067	1966	24
GCF_024637875.1	ASM2463787v1	Vagococcus luciliae	2150567	2095	1996	16
GCF_013377195.1	ASM1337719v1	Bisgaardia hudsonensis	2125638	1970	1867	23
GCF_030177935.1	ASM3017793v1	Moraxella haemolytica	2123211	1996	1905	26
GCF_947539375.1	AMBV1719_hybrid	Lactobacillus isalae	2119816	2041	1910	31
GCF_025643275.1	ASM2564327v1	Moraxella nasicaprae	2106666	2007	1918	23
GCF_013393365.1	ASM1339336v1	Veillonella nakazawae	2097818	1953	1877	12
GCF_014337255.1	ASM1433725v1	Fusobacterium hominis	2072767	2041	1929	12
GCF_011302055.1	ASM1130205v1	Sphingomonas sinipercae	2071006	2161	2096	14
GCF_014672715.2	ASM1467271v2	Dehalogenimonas etheniformans	2068322	2080	2018	10
GCF_028463985.1	ASM2846398v1	Neisseria lisongii	2065000	1913	1822	13
GCF_024346585.1	ASM2434658v1	Streptococcus toyakuensis	2055023	2046	1910	60
GCF_018688255.1	ASM1868825v1	Polynucleobacter corsicus	2045022	2109	2039	25
GCF_900637955.1	54424_G02	Trueperella bialowiezensis	2043249	1861	1801	5
GCF_013307225.1	ASM1330722v1	Polynucleobacter tropicus	2040807	2091	2032	14
GCF_940677205.1	DSM6011	[Clostridium] colinum	2035557	2021	1934	18
GCF_016127995.1	ASM1612799v1	Schaalia meyeri	2033037	1799	1727	12
GCF_014905135.1	ASM1490513v1	Sulfurimonas paralvinellae	2078871	2141	2073	10
GCF_022701215.1	ASM2270121v1	Moraxella nasovis	2028236	1970	1883	20
GCF_022026155.1	ASM2202615v1	Dissulfurimicrobium hydrothermale	2025450	1931	1843	34
GCF_009684715.1	ASM968471v1	Otariodibacter oris	2019124	1922	1827	16
GCF_023168405.1	ASM2316840v1	Leptogranulimonas caecicola	2001235	1722	1653	8
GCF_003065365.1	ASM306536v1	Polynucleobacter difficilis	1995529	2049	1992	12
GCF_027125355.1	ASM2712535v1	Peptostreptococcus equinus	1995029	2011	1911	19
GCF_014466985.1	ASM1446698v1	Nitrosophilus labii	2092987	2168	2080	35
GCF_016904675.1	ASM1690467v1	Arcanobacterium phocisimile	1988065	1796	1702	29
GCF_004792515.1	ASM479251v1	Vagococcus xieshaowenii	2071287	2023	1908	31
GCF_017358165.1	ASM1735816v1	Thermosipho ferrireducens	1982543	1962	1898	12
GCF_003627155.1	ASM362715v1	Streptococcus gwangjuense	1972481	1941	1812	54
GCF_014023125.1	ASM1402312v1	Candidatus Xianfuyuplasma coldseepsis	1958905	1912	1861	3
GCF_009936215.1	ASM993621v1	Athalassotoga saccharophila	2044999	2024	1962	5
GCF_008805035.1	ASM880503v1	Eikenella exigua	1993063	2076	1944	66
GCF_023973165.1	ASM2397316v1	Arcanobacterium pinnipediorum	1952277	1734	1652	17
GCF_006542395.2	ASM654239v2	Formicincola oecophyllae	1961668	1740	1671	15
GCF_024498295.1	ASM2449829v1	Thermocaproicibacter melissae	1960795	1886	1802	14
GCF_012563545.1	ASM1256354v1	Arcanobacterium buesumense	1941174	1788	1711	12
GCF_033095945.1	ASM3309594v1	Bombiscardovia apis	1937113	1561	1487	19
GCF_009258045.1	ASM925804v1	Sulfurimonas xiamenensis	1916242	1945	1882	4
GCF_003963555.1	ASM396355v1	Streptococcus periodonticum	1903815	1875	1743	58
GCF_016865445.1	ASM1686544v1	Mariniplasma anaerobium	1898628	1803	1754	4
GCF_029625435.1	ASM2962543v1	Arcanobacterium canis	1873758	1691	1621	9
GCF_009789675.1	ASM978967v1	Paraburkholderia acidisoli	7945061	7101	6927	82
GCF_002998925.1	ASM299892v1	Mogibacterium diversum	1815831	1731	1672	5
GCF_013745115.1	ASM1374511v1	Hujiaoplasma nucleasis	1808583	1737	1688	4
GCF_015100395.1	ASM1510039v1	Nitrosophilus alvini	1807889	1834	1779	2
GCF_003966955.1	ASM396695v1	Parolsenella catena	1796691	1623	1550	5
GCF_002998295.1	ASM299829v1	Fastidiosipila sanguinis	1785891	1537	1469	17
GCF_003057965.1	ASM305796v1	Thermodesulfobium acidiphilum	1774794	1804	1743	6
GCF_027943725.1	ASM2794372v1	Nitrosophilus kaiyonis	1769550	1838	1779	7
GCF_002950575.1	ASM295057v1	Pontimonas salivibrio	1760810	1739	1673	14
GCF_030644205.1	ASM3064420v1	Mogibacterium neglectum	1747241	1660	1594	13
GCF_035066605.1	ASM3506660v1	Erysipelothrix enhydrae	1735515	1694	1609	8
GCF_003931795.1	ASM393179v1	Erysipelothrix piscisicarius	1722938	1876	1725	85
GCF_023380205.1	ASM2338020v1	Nicoliella spurrieriana	2053587	1734	1637	15
GCF_027921445.1	ASM2792144v1	Peptoniphilus equinus	1709189	1651	1583	8
GCF_012222825.1	ASM1222282v1	Allofrancisella frigidaquae	1674180	1578	1495	31
GCF_018687595.1	ASM1868759v1	Polynucleobacter paludilacus	1670875	1761	1699	15
GCF_014217995.1	ASM1421799v1	Campylobacter vulpis	1681969	1752	1665	31
GCF_028748145.1	ASM2874814v1	Entomospira culicis	1769585	1675	1623	2
GCF_033096005.1	ASM3309600v1	Lactobacillus xylocopicola	1635875	1573	1477	25
GCF_943169635.2	ASM94316963v2	Fenollaria sporofastidiosus	1630063	1617	1517	36
GCF_023380265.1	ASM2338026v1	Bombilactobacillus folatiphilus	1637944	1627	1536	18
GCF_011304355.1	ASM1130435v1	Weissella coleopterorum	1618880	1643	1512	57
GCF_030389495.1	ASM3038949v1	Ligilactobacillus cholophilus	1587935	1606	1512	12
GCF_011303955.1	ASM1130395v1	Vagococcus coleopterorum	1530734	1526	1447	5
GCF_018326305.1	ASM1832630v1	Vescimonas fastidiosa	2504406	2429	2306	56
GCF_016919705.1	ASM1691970v1	Paracoccus methylovorus	4381421	4344	4174	106
GCF_023380245.1	ASM2338024v1	Bombilactobacillus thymidiniphilus	1494436	1535	1449	13
GCF_024029675.1	ASM2402967v1	Fructilactobacillus carniphilus	1491353	1489	1400	7
GCF_023380225.1	ASM2338022v1	Apilactobacillus apisilvae	1550949	1577	1488	8
GCF_024029435.1	ASM2402943v1	Fructilactobacillus hinvesii	1465046	1494	1403	9
GCF_024029335.1	ASM2402933v1	Fructilactobacillus myrtifloralis	1458675	1471	1382	7
GCF_900660755.1	57792_F01-3	Acholeplasma hippikon	1465667	1426	1374	3
GCF_016743795.2	ASM1674379v2	Rickettsia tillamookensis	1438972	1443	1286	117
GCF_024029775.1	ASM2402977v1	Fructobacillus americanaquae	1414204	1390	1292	19
GCF_024029915.1	ASM2402991v1	Fructilactobacillus ixorae	1422963	1439	1342	16
GCF_008086545.1	ASM808654v1	Spiroplasma chinense	1370182	1258	1217	2
GCF_013283855.1	ASM1328385v1	Aquiluna borgnonia	1362706	1423	1370	6
GCF_003130795.1	ASM313079v1	Azospirillum thermophilum	6776313	6313	6010	208
GCF_003363775.1	ASM336377v1	Spiroplasma alleghenense	1336077	1183	1139	4
GCF_003627035.1	ASM362703v1	Apilactobacillus bombintestini	1289211	1241	1155	7
GCF_009730595.1	ASM973059v1	Spiroplasma tabanidicola	1284335	1172	1131	6
GCF_900660645.1	57043_F01-3	Mycoplasmopsis citelli	1242365	944	890	9
GCF_020616595.1	ASM2061659v1	Lentilactobacillus laojiaonis	1242019	1286	1202	9
GCF_018343815.1	ASM1834381v1	Chlamydia crocodili	1228996	1072	1023	5
GCF_900239945.1	Chlamydia sp. nov. H15-1957-10C	Chlamydia serpentis	1206142	1045	1000	1
GCF_902806995.1	15-2067_O50	Chlamydiifrater volucris	1203673	1035	987	4
GCF_902807005.1	14-2711_R47	Chlamydiifrater phoenicopteri	1201875	1038	979	15
GCF_003366055.1	ASM336605v1	Candidatus Chromulinivorax destructor	1174272	1129	1082	1
GCF_004379335.1	ASM437933v1	Spiroplasma gladiatoris	1164642	1056	1017	3
GCF_900239975.1	Chlamydia sp. S15-834K	Chlamydia poikilotherma	1162663	1038	991	3
GCF_024498215.1	ASM2449821v1	Mycoplasmopsis caviae	1155014	1126	1071	10
GCF_024172705.1	ASM2417270v1	Candidatus Comchoanobacter bicostacola	1007335	982	939	1
GCF_024338845.1	ASM2433884v1	Mycoplasma bradburyae	981938	775	732	3
GCF_900660485.1	50648_E01-3	Mesomycoplasma neurolyticum	1040908	909	863	10
GCF_900660605.1	51342_G01-3	Mycoplasmopsis glycophila	973410	743	689	10
GCF_029854295.1	ASM2985429v1	Mesomycoplasma lagogenitalium	973223	863	822	1
GCF_003606285.1	ASM360628v1	Borrelia turcica IST7	1283624	1278	1233	8
GCF_900660675.1	57141_A01-3	Mycoplasmopsis columboralis	966675	798	749	9
GCF_003233655.1	ASM323365v1	Azospirillum ramasamyi	6316263	5632	5452	64
GCF_900660665.1	57612_D01-3	Mycoplasmopsis maculosa	919297	785	738	6
GCF_030439285.1	ASM3043928v1	Borreliella turdi	1009219	958	913	4
GCF_030437705.1	ASM3043770v1	Borreliella lanei	1007738	963	914	9
GCF_030440365.1	ASM3044036v1	Borreliella lusitaniae	1025544	994	942	11
GCF_033969665.1	ASM3396966v1	Borreliella sinica	1016493	973	920	13
GCF_008931845.1	ASM893184v1	Borrelia maritima	1109596	1078	990	48
GCF_032595875.1	ASM3259587v1	Borreliella andersonii	996459	958	897	21
GCF_032595915.1	ASM3259591v1	Borreliella carolinensis	985046	939	896	3
GCF_030437945.1	ASM3043794v1	Borreliella kurtenbachii	1015378	964	916	8
GCF_014068355.1	ASM1406835v1	Mycoplasma tullyi	867815	688	646	2
GCF_004216495.1	ASM421649v1	Mycoplasmopsis phocirhinis	865472	731	685	5
GCF_009856525.1	ASM985652v1	Neorickettsia findlayensis	864092	793	748	6
GCF_900660705.1	57612_F01-3	Mycoplasmopsis columbinasalis	849456	662	617	2
GCF_900476105.1	51334_B01	Mycoplasmopsis edwardii	832213	704	659	5
GCF_013008635.1	ASM1300863v1	Mycoplasma miroungigenitalium	815486	712	667	3
GCF_003332325.1	ASM333232v1	[Mycoplasma] phocae	814478	666	621	2
GCF_030550815.1	ASM3055081v1	Candidatus Mycoplasma mahonii	796768	724	679	8
GCF_013008815.1	ASM1300881v1	Mycoplasma miroungirhinis	779550	659	614	4
GCF_012934885.1	ASM1293488v1	Mycoplasma phocoeninasale	776009	645	600	2
GCF_016925555.1	ASM1692555v1	Mycoplasma tauri	764150	670	625	4
GCF_003383595.3	ASM338359v3	Metamycoplasma phocicerebrale	740800	658	615	1
GCF_012934855.1	ASM1293485v1	Mycoplasma phocoenae	693115	612	569	3
GCF_024722375.1	ASM2472237v1	Mycoplasma iguanae	688439	625	587	2
GCF_026250525.1	ASM2625052v1	Chondrinema litorale	10142296	8195	8071	62
GCF_900660635.1	56793_F01-3	Mycoplasmopsis gallopavonis	1028044	851	790	17
GCF_023035875.1	ASM2303587v1	Borrelia puertoricensis	1868579	1985	1840	107
GCF_008632635.1	ASM863263v1	Acinetobacter baumannii	3980230	3736	3599	43
GCF_009913655.1	ASM991365v1	Lactiplantibacillus plantarum	3223643	3027	2925	17
GCF_009734005.1	ASM973400v2	Enterococcus faecium	2919198	2896	2719	85
GCF_008369605.1	ASM836960v1	Vibrio cholerae	4138412	3804	3628	39
GCF_018885085.1	ASM1888508v1	Clostridioides difficile	4095894	3731	3574	28
GCF_017821535.1	ASM1782153v1	Helicobacter pylori	1624458	1558	1447	66
GCF_019396925.1	ASM1939692v1	Bacillus amyloliquefaciens	4149690	4171	3967	86
GCF_900475035.1	41965_F01	Streptococcus pyogenes	1746380	1729	1602	38
GCF_024218835.1	ASM2421883v1	Enterobacter hormaechei subsp. steigerwaltii	4855498	4627	4464	49
GCF_900475405.1	44087_C01	Stenotrophomonas maltophilia	4481118	4105	3995	19
GCF_003176835.1	ASM317683v1	Lactococcus lactis subsp. lactis	2639081	2656	2541	22
GCF_905331265.2	AI2999v1_cpp	Enterobacter cloacae	5023439	4819	4667	38
GCF_029961225.1	ASM2996122v1	Limosilactobacillus fermentum	2103331	2149	1989	84
GCF_006151905.1	ASM615190v1	Lacticaseibacillus rhamnosus	2941522	2736	2625	32
GCF_002073255.2	ASM207325v2	Pasteurella multocida	2335516	2198	2111	8
GCF_013030075.1	ASM1303007v1	Neisseria gonorrhoeae	2171755	2283	1975	237
GCF_904859905.1	MSB1_1H	Citrobacter freundii	5171093	5033	4842	67
GCF_009738105.1	ASM973810v1	Streptococcus mutans	2028032	2005	1869	52
GCF_018394375.1	ASM1839437v1	Pseudomonas syringae	5868373	5218	5057	78
GCF_008330805.1	ASM833080v1	Neisseria meningitidis	2157444	2135	1935	125
GCF_020162255.1	ASM2016225v1	Aeromonas hydrophila	4923206	4540	4345	31
GCF_009648975.1	ASM964897v1	Klebsiella variicola	5536651	5346	5140	82
GCF_019704535.1	ASM1970453v1	Stutzerimonas stutzeri	4545686	4287	4194	17
GCF_016415705.1	ASM1641570v1	Klebsiella quasipneumoniae	5391123	5244	5035	90
GCF_020138775.1	ASM2013877v1	Clostridium perfringens	3275424	2975	2833	14
GCF_903886475.1	Streptococcus_thermophilus_CIRM_65	Streptococcus thermophilus	1791634	1850	1535	226
GCF_008693705.1	ASM869370v1	Aeromonas veronii	4561870	4198	4028	13
GCF_006274405.1	ASM627440v1	Paenibacillus polymyxa	5820553	5145	4933	55
GCF_004028015.1	ASM402801v1	Mycobacteroides abscessus	5082434	5030	4940	37
GCF_037023865.1	ASM3702386v1	Sinorhizobium meliloti	6926935	6516	6224	225
GCF_023650915.1	ASM2365091v1	Vibrio alginolyticus	5150420	4719	4526	23
GCF_003813165.1	ASM381316v1	Levilactobacillus brevis	2529623	2480	2383	13
GCF_008370835.2	ASM837083v2	Xanthomonas oryzae pv. oryzicola	4846413	4417	3677	517
GCF_007632255.1	ASM763225v1	Klebsiella aerogenes	5249267	5005	4829	54
GCF_002993925.1	ASM299392v1	Bacillus paralicheniformis	4376831	4435	4259	66
GCF_008244765.1	ASM824476v1	Bacillus safensis	3786744	3853	3714	29
GCF_009730395.1	ASM973039v1	Campylobacter coli	1716536	1775	1688	31
GCF_022175585.1	ASM2217558v1	Mycobacterium avium subsp. hominissuis	5118245	4830	4656	121
GCF_015139575.1	ASM1513957v1	Klebsiella michiganensis	6041841	5684	5486	83
GCF_016889925.1	ASM1688992v1	Bacteroides fragilis	5248938	4357	4188	70
GCF_902387845.1	UHGG_MGYG-HGUT-02512	Morganella morganii	3906921	3742	3601	33
GCF_002073495.2	ASM207349v2	Leptospira interrogans serovar Copenhageni	4630763	3786	3640	102
GCF_035231985.1	ASM3523198v1	Ligilactobacillus salivarius	2071255	2051	1923	25
GCF_013374815.1	ASM1337481v1	Shigella sonnei	4762774	4621	4334	171
GCF_013127755.1	ASM1312775v1	Pediococcus acidilactici	2044083	2008	1914	18
GCF_004008975.1	ASM400897v1	Bordetella pertussis	4088701	3971	3632	275
GCF_009913915.1	ASM991391v1	Leuconostoc mesenteroides	2058732	2084	1984	15
GCF_016126715.1	ASM1612671v1	Staphylococcus pseudintermedius	2629596	2515	2389	44
GCF_013388375.1	ASM1338837v1	Xanthomonas campestris pv. raphani	4942039	4279	4051	79
GCF_024665435.1	ASM2466543v1	Bifidobacterium breve	2336700	2015	1877	70
GCF_003812925.1	ASM381292v1	Klebsiella oxytoca	5879076	5511	5326	70
GCF_014524625.1	ASM1452462v1	Pseudomonas chlororaphis	6827675	6118	5985	46
GCF_003204135.1	ASM320413v1	Providencia rettgeri	4454136	4134	3992	38
GCF_019890915.1	ASM1989091v1	Micrococcus luteus	2543764	2351	2259	35
GCF_013488025.1	ASM1348802v1	Pectobacterium carotovorum	4892225	4380	4212	61
GCF_014169735.1	ASM1416973v1	Aeromonas caviae	4565788	4250	4026	66
GCF_014058685.1	ASM1405868v1	Lactobacillus johnsonii	1951416	1875	1741	31
GCF_003516125.1	ASM351612v3	Cronobacter sakazakii	4437993	4228	4050	60
GCF_030060435.1	ASM3006043v1	Vibrio harveyi	5869008	5449	5245	30
GCF_009769205.1	ASM976920v1	Lactobacillus crispatus	2039404	2033	1877	74
GCF_016728825.1	ASM1672882v1	Achromobacter xylosoxidans	6901970	6445	6330	42
GCF_028355655.1	ASM2835565v1	Aeromonas salmonicida	4954811	4639	4416	59
GCF_015099595.1	ASM1509959v1	Rhodococcus qingshengii	6726107	6252	6124	56
GCF_007035805.1	ASM703580v1	Enterobacter asburiae	4768325	4560	4386	57
GCF_900638445.1	57675_E01	Actinobacillus pleuropneumoniae	2325526	2222	2099	38
GCF_009586235.1	ASM958623v1	Burkholderia cepacia	8366868	7637	7426	119
GCF_016128095.1	ASM1612809v1	Streptococcus dysgalactiae	2174327	2169	1994	86
GCF_000439915.2	ASM43991v2	Lactobacillus gasseri 2016	1892784	1863	1720	43
GCF_004006435.1	ASM400643v1	Bacillus halotolerans	4154245	4288	4034	133
GCF_021560115.1	ASM2156011v1	Corynebacterium diphtheriae	2407586	2265	2147	48
GCF_024296885.1	ASM2429688v1	Bacillus paranthracis	5537675	5740	5444	148
GCF_009731575.1	ASM973157v1	Akkermansia muciniphila	2878459	2434	2354	14
GCF_018739485.1	ASM1873948v1	Bacillus mycoides	5697065	5803	5447	203
GCF_019552185.1	ASM1955218v1	Riemerella anatipestifer	2175511	2062	1994	16
GCF_003812505.1	ASM381250v1	Staphylococcus hominis	2257431	2262	2142	35
GCF_009676365.1	ASM967636v1	Latilactobacillus sakei	2018071	2029	1922	17
GCF_004359355.1	ASM435935v1	Bradyrhizobium diazoefficiens	8910608	8363	8112	191
GCF_017352235.1	ASM1735223v1	Glaesserella parasuis	2313850	2348	2126	138
GCF_016698705.1	ASM1669870v1	Burkholderia gladioli	8201484	7084	6932	67
GCF_002209165.2	ASM220916v2	Mammaliicoccus sciuri	2853815	2843	2744	18
GCF_016584445.1	ASM1658444v1	Rhodopseudomonas palustris	5457289	5028	4923	46
GCF_020917325.1	ASM2091732v1	Pseudomonas savastanoi	5999881	5186	5019	84
GCF_003099975.1	ASM309997v1	Buchnera aphidicola (Schizaphis graminum)	653353	638	577	23
GCF_020510245.1	ASM2051024v1	Oenococcus oeni	1892074	1969	1847	68
GCF_002906475.1	ASM290647v1	Vibrio campbellii	5425575	4925	4718	35
GCF_015689395.1	ASM1568939v1	Streptococcus equi subsp. zooepidemicus	2154778	2059	1933	37
GCF_011600945.2	ASM1160094v2	Campylobacter fetus	1804582	1835	1767	12
GCF_019343125.1	ASM1934312v1	Enterococcus lactis	2728070	2676	2479	108
GCF_013752735.1	ASM1375273v1	Bradyrhizobium japonicum	9226248	8743	8467	211
GCF_009873295.1	ASM987329v1	Pectobacterium brasiliense	4851982	4321	4165	50
GCF_003571725.1	ASM357172v1	Staphylococcus warneri	2541629	2519	2403	30
GCF_016605985.1	ASM1660598v1	Bacillus toyonensis	5787787	5887	5527	207
GCF_028622335.1	ASM2862233v1	Escherichia albertii	4758111	4612	4348	149
GCF_023374935.1	ASM2337493v1	Citrobacter portucalensis	5358657	5183	4977	90
GCF_009730655.1	ASM973065v1	Shewanella algae	4990025	4450	4282	35
GCF_023518055.1	ASM2351805v1	Aggregatibacter actinomycetemcomitans	2109143	2074	1911	87
GCF_009739655.1	ASM973965v1	Clavibacter michiganensis subsp. michiganensis	3365549	3194	3112	27
GCF_905367715.1	Xanthomonas sp. CPBF 1494 hybrid assembly 2	Xanthomonas arboricola pv. juglandis	4997863	4314	4170	53
GCF_020542785.1	ASM2054278v1	Rhodococcus opacus PD630	9166298	8335	8079	190
GCF_000145945.2	ASM14594v2	Pseudomonas amygdali pv. tabaci str. ATCC 11528	6201720	5520	5326	109
GCF_005281455.1	ASM528145v1	Acinetobacter nosocomialis M2	3824973	3581	3453	33
GCF_025272815.1	ASM2527281v1	Staphylococcus capitis subsp. capitis	2491837	2410	2289	35
GCF_009648935.1	ASM964893v1	Citrobacter braakii	4917491	4662	4478	69
GCF_018336855.1	ASM1833685v1	Acinetobacter junii	3438557	3205	3075	34
GCF_007954785.1	ASM795478v1	Leuconostoc citreum	1903250	1946	1850	13
GCF_016804345.1	ASM1680434v1	Rhodococcus ruber	5698851	5253	5118	66
GCF_015326295.1	ASM1532629v1	Brucella anthropi	4858647	4587	4462	52
GCF_022812045.1	ASM2281204v1	Vibrio splendidus	5449819	4815	4578	50
GCF_007814115.1	ASM781411v1	Staphylococcus saprophyticus	2635789	2632	2484	65
GCF_020885855.1	ASM2088585v1	Phocaeicola vulgatus	4977532	4157	3927	120
GCF_020736005.1	ASM2073600v1	Mycobacterium intracellulare	5645778	5298	5161	86
GCF_022637595.1	ASM2263759v1	Raoultella planticola	5646881	5384	5170	91
GCF_003013675.1	ASM301367v1	Prescottella equi	5438826	5200	5092	28
GCF_013462805.1	ASM1346280v1	Acidithiobacillus ferrooxidans	3257037	3328	3193	78
GCF_900636925.1	45137_F01	Bordetella bronchiseptica	5199761	4863	4788	8
GCF_900475045.1	42290_B02	Streptococcus sanguinis	2449527	2400	2293	32
GCF_003516145.1	ASM351614v1	Leptospira borgpetersenii serovar Ceylonica	3992782	3493	3240	209
GCF_004771075.1	ASM477107v1	Weissella confusa	2216758	2104	1976	12
GCF_002849875.1	ASM284987v1	Alteromonas macleodii	4867393	4223	4114	16
GCF_003671975.1	ASM367197v1	Pseudomonas monteilii	6079134	5734	5498	134
GCF_036352035.1	ASM3635203v1	Burkholderia multivorans	6693153	6124	5952	85
GCF_003030905.1	ASM303090v1	Bifidobacterium adolescentis	2192428	1855	1776	15
GCF_003258335.1	ASM325833v1	Acinetobacter radioresistens	3089777	2888	2767	20
GCF_009708955.1	ASM970895v1	Piscirickettsia salmonis	3351503	3618	3400	140
GCF_009914215.2	ASM991421v2	Acetobacter pasteurianus	3403928	3153	3031	38
GCF_003667725.1	ASM366772v1	Agrobacterium fabrum	5553114	5210	5063	76
GCF_004798725.1	ASM479872v1	Cupriavidus necator H16	7414561	6889	6634	173
GCF_015767775.1	ASM1576777v1	Streptomyces clavuligerus	7588082	6253	6052	115
GCF_016890085.1	ASM1689008v1	Chromobacterium violaceum	4808040	4560	4420	11
GCF_002278015.2	ASM227801v2	Enterococcus hirae	2845651	2580	2459	32
GCF_011044475.1	ASM1104447v1	Pantoea stewartii	4982863	4713	4541	59
GCF_017301775.1	ASM1730177v1	Xanthomonas translucens pv. undulosa	4649333	4046	3796	187
GCF_006094475.1	ASM609447v1	Bacillus spizizenii ATCC 6633 = JCM 2499	4045538	4141	3894	126
GCF_003177055.1	ASM317705v1	Sinorhizobium fredii CCBAU 25509	6810864	6493	6085	340
GCF_001558935.2	ASM155893v2	Citrobacter amalonaticus	5084037	4891	4699	73
GCF_017498685.1	ASM1749868v1	Yersinia ruckeri	3894226	3538	3334	88
GCF_013343195.2	ASM1334319v3	Flavobacterium psychrophilum	2830557	2500	2421	8
GCF_011765605.1	ASM1176560v1	Avibacterium paragallinarum	2521134	2469	2340	48
GCF_009931375.1	ASM993137v1	Burkholderia glumae	6691685	5940	5642	213
GCF_029457455.1	ASM2945745v1	Rhodococcus rhodochrous	5612657	5171	5030	72
GCF_020861345.1	ASM2086134v1	Bacillus pacificus	5594640	5739	5367	220
GCF_023499275.1	ASM2349927v1	Lactococcus petauri	2106259	2055	1962	14
GCF_014844295.1	ASM1484429v1	Flavobacterium columnare	3221278	2856	2705	26
GCF_009914475.1	ASM991447v1	Acinetobacter indicus	3084932	2969	2782	81
GCF_003391255.1	ASM339125v1	Pseudomonas plecoglossicida	5525520	5098	4848	153
GCF_016576965.1	ASM1657696v1	Acinetobacter bereziniae	4729151	4451	4274	71
GCF_019890955.1	ASM1989095v1	Pantoea dispersa	4885065	4606	4443	54
GCF_018139125.1	ASM1813912v1	Acinetobacter soli	3520755	3257	3138	20
GCF_009648575.1	ASM964857v1	Listeria innocua	2922148	2965	2849	28
GCF_033807855.1	ASM3380785v1	Variovorax paradoxus	7079721	6667	6571	31
GCF_020541885.1	ASM2054188v1	Bifidobacterium pseudocatenulatum	2245999	1863	1757	31
GCF_901544385.1	42912_F01	Streptococcus gordonii	2185555	2111	1995	42
GCF_003253775.1	ASM325377v1	Mycobacterium leprae	3187112	2974	2246	677
GCF_013267695.1	ASM1326769v1	Streptococcus gallolyticus	2258003	2264	2151	20
GCF_020991025.1	ASM2099102v1	Plesiomonas shigelloides	3860786	3456	3260	33
GCF_008370715.1	ASM837071v1	Pseudomonas brassicacearum	6738544	6028	5891	51
GCF_015476275.1	ASM1547627v1	Pseudomonas fragi	5077209	4647	4487	59
GCF_025402875.1	ASM2540287v1	Shewanella putrefaciens	4631110	4104	3898	73
GCF_022354085.1	ASM2235408v1	Shigella dysenteriae	5192674	5004	4744	144
GCF_029025825.1	ASM2902582v1	Lactiplantibacillus paraplantarum	3245144	3040	2931	22
GCF_024752535.1	ASM2475253v1	Streptomyces albus	8033415	6759	6528	150
GCF_029215875.1	ASM2921587v1	Delftia tsuruhatensis	6944081	6461	6302	62
GCF_022493915.1	ASM2249391v1	Paracidovorax citrulli	4956056	4555	4404	87
GCF_023238325.1	ASM2323832v1	Bacillus inaquosorum	4242130	4314	4057	136
GCF_018289135.1	ASM1828913v1	Bacteroides xylanisolvens	6558523	5394	5172	133
GCF_019343495.1	ASM1934349v1	Acinetobacter lwoffii	3528101	3363	3165	87
